group_id,group_description,epsilon,alpha,shared_ratio,row_type,test_subject,accuracy,n_test_samples,n_correct,mean_accuracy,std_accuracy,,epsilon,1,3,5,7,10,15,20,30,50
4,S25-S32 (3s paradigm),5,1,0.2,subject,31,0.20625,160,33,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,subject,32,0.125,160,20,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,summary,ALL,,8,,31.5,12.6,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,25,0.25625,160,41,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,26,0.34375,160,55,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,27,0.275,160,44,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,28,0.56875,160,91,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,29,0.38125,160,61,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,30,0.39375,160,63,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,31,0.24375,160,39,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,32,0.10625,160,17,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,summary,ALL,,8,,32.1,12.7,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,25,0.2625,160,42,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,26,0.3375,160,54,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,27,0.275,160,44,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,28,0.575,160,92,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,29,0.38125,160,61,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,30,0.38125,160,61,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,31,0.2125,160,34,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,subject,32,0.1,160,16,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,1,0.2,summary,ALL,,8,,31.6,13.1,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,25,0.26875,160,43,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,26,0.3125,160,50,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,27,0.26875,160,43,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,28,0.60625,160,97,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,29,0.375,160,60,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,30,0.39375,160,63,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,31,0.1875,160,30,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,subject,32,0.125,160,20,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,1,0.2,summary,ALL,,8,,31.7,13.7,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,25,0.25625,160,41,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,26,0.3375,160,54,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,27,0.30625,160,49,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,28,0.55625,160,89,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,29,0.38125,160,61,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,30,0.35625,160,57,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,31,0.1625,160,26,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,subject,32,0.1,160,16,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,1,0.2,summary,ALL,,8,,30.7,13.1,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,25,0.25625,160,41,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,26,0.29375,160,47,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,27,0.3,160,48,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,28,0.5375,160,86,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,29,0.34375,160,55,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,30,0.31875,160,51,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,31,0.19375,160,31,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,subject,32,0.10625,160,17,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,1,0.2,summary,ALL,,8,,29.4,11.7,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,25,0.19375,160,31,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,26,0.31875,160,51,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,27,0.2625,160,42,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,28,0.53125,160,85,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,29,0.3125,160,50,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,30,0.26875,160,43,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,31,0.19375,160,31,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,subject,32,0.11875,160,19,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,1,0.2,summary,ALL,,8,,27.5,11.6,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,33,0.30625,160,49,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,34,0.5125,160,82,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,35,0.4,160,64,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,36,0.55625,160,89,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,37,0.725,160,116,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,38,0.225,160,36,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,39,0.475,160,76,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,subject,40,0.34375,160,55,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,1,0.2,summary,ALL,,8,,44.3,14.8,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,33,0.325,160,52,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,34,0.5875,160,94,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,35,0.375,160,60,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,36,0.54375,160,87,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,37,0.85,160,136,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,38,0.25,160,40,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,39,0.51875,160,83,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,subject,40,0.3625,160,58,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,1,0.2,summary,ALL,,8,,47.7,17.9,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,33,0.35625,160,57,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,34,0.6,160,96,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,35,0.3875,160,62,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,36,0.5875,160,94,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,37,0.83125,160,133,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,38,0.25,160,40,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,39,0.5,160,80,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,subject,40,0.38125,160,61,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,1,0.2,summary,ALL,,8,,48.7,17.2,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,33,0.35625,160,57,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,34,0.59375,160,95,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,35,0.425,160,68,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,36,0.61875,160,99,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,37,0.88125,160,141,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,38,0.25625,160,41,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,39,0.4875,160,78,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,40,0.3625,160,58,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,summary,ALL,,8,,49.8,18.5,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,33,0.325,160,52,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,34,0.5875,160,94,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,35,0.41875,160,67,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,36,0.60625,160,97,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,37,0.875,160,140,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,38,0.24375,160,39,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,39,0.475,160,76,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,subject,40,0.3875,160,62,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,1,0.2,summary,ALL,,8,,49,18.5,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,33,0.3625,160,58,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,34,0.59375,160,95,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,35,0.36875,160,59,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,36,0.60625,160,97,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,37,0.8625,160,138,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,38,0.23125,160,37,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,39,0.5125,160,82,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,subject,40,0.40625,160,65,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,1,0.2,summary,ALL,,8,,49.3,18.3,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,33,0.31875,160,51,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,34,0.6375,160,102,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,35,0.375,160,60,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,36,0.6125,160,98,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,37,0.84375,160,135,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,38,0.2625,160,42,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,39,0.5,160,80,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,subject,40,0.40625,160,65,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,1,0.2,summary,ALL,,8,,49.5,18.1,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,33,0.30625,160,49,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,34,0.625,160,100,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,35,0.3625,160,58,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,36,0.65625,160,105,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,37,0.74375,160,119,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,38,0.225,160,36,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,39,0.525,160,84,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,subject,40,0.425,160,68,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,1,0.2,summary,ALL,,8,,48.4,17.2,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,33,0.29375,160,47,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,34,0.5625,160,90,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,35,0.34375,160,55,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,36,0.6,160,96,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,37,0.7875,160,126,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,38,0.2125,160,34,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,39,0.4375,160,70,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,subject,40,0.3625,160,58,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,1,0.2,summary,ALL,,8,,45,17.6,,,,,,,,,,,
